[Header]
Application Name,LabSolutions
Version,5.113
Data File Name,C:\LabSolutions\Data\Max\231120 troubleshoot_231109-new_3_01.lcd
Output Date,11/20/2023
Output Time,12:56:16 PM

[Configuration]
Instrument Name,LCMSShimadzu
Instrument #,2
Line #,1
# of Detectors,2
Detector ID,Detector A,MS
Detector Name,Detector A,MS
# of Channels,2,1

[LC Chromatogram(Detector A-Ch1)]
Interval(msec),100
# of Points,9001
Start Time(min),0.000
End Time(min),15.000
Intensity Units,mAU
Intensity Multiplier,0.001
Wavelength(nm),205nm
R.Time (min),Intensity
0.00000,116
0.00167,116
0.00333,119
0.00500,123
0.00667,125
0.00833,0
0.01000,-1
0.01167,-5
0.01333,-10
0.01500,-16
0.01667,-21
0.01833,-25
0.02000,-29
0.02167,-34
0.02333,-37
0.02500,-38
0.02667,-37
0.02833,2
0.03000,7
0.03167,12
0.03333,16
0.03500,19
0.03667,21
0.03833,23
0.04000,25
0.04167,26
0.04333,25
0.04500,24
0.04667,23
0.04833,21
0.05000,19
0.05167,17
0.05333,15
0.05500,13
0.05667,10
0.05833,8
0.06000,6
0.06167,4
0.06333,1
0.06500,-1
0.06667,-2
0.06833,-2
0.07000,-2
0.07167,-1
0.07333,0
0.07500,2
0.07667,3
0.07833,5
0.08000,7
0.08167,8
0.08333,9
0.08500,9
0.08667,9
0.08833,8
0.09000,7
0.09167,6
0.09333,6
0.09500,6
0.09667,7
0.09833,8
0.10000,9
0.10167,10
0.10333,11
0.10500,12
0.10667,13
0.10833,14
0.11000,15
0.11167,16
0.11333,16
0.11500,16
0.11667,16
0.11833,16
0.12000,15
0.12167,15
0.12333,13
0.12500,11
0.12667,7
0.12833,3
0.13000,-3
0.13167,-8
0.13333,-10
0.13500,-11
0.13667,-9
0.13833,-5
0.14000,-1
0.14167,3
0.14333,8
0.14500,15
0.14667,22
0.14833,28
0.15000,33
0.15167,35
0.15333,37
0.15500,38
0.15667,38
0.15833,38
0.16000,38
0.16167,38
0.16333,37
0.16500,37
0.16667,36
0.16833,34
0.17000,32
0.17167,30
0.17333,27
0.17500,26
0.17667,25
0.17833,26
0.18000,27
0.18167,28
0.18333,30
0.18500,32
0.18667,34
