[Header]
Application Name,LabSolutions
Version,5.113
Data File Name,C:\LabSolutions\Data\Max\231120 troubleshoot_220414-old_8_06.lcd
Output Date,11/20/2023
Output Time,12:56:15 PM

[Configuration]
Instrument Name,LCMSShimadzu
Instrument #,2
Line #,1
# of Detectors,2
Detector ID,Detector A,MS
Detector Name,Detector A,MS
# of Channels,2,1

[LC Chromatogram(Detector A-Ch1)]
Interval(msec),100
# of Points,9001
Start Time(min),0.000
End Time(min),15.000
Intensity Units,mAU
Intensity Multiplier,0.001
Wavelength(nm),205nm
R.Time (min),Intensity
0.00000,-3895
0.00167,-3895
0.00333,-3897
0.00500,-3900
0.00667,-3903
0.00833,-3906
0.01000,-0
0.01167,-5
0.01333,-10
0.01500,-15
0.01667,-21
0.01833,-28
0.02000,-34
0.02167,-5
0.02333,-9
0.02500,-13
0.02667,-16
0.02833,-20
0.03000,-24
0.03167,-28
0.03333,-32
0.03500,-37
0.03667,-43
0.03833,-48
0.04000,-54
0.04167,-60
0.04333,-68
0.04500,-74
0.04667,-79
0.04833,-82
0.05000,-83
0.05167,-84
0.05333,-84
0.05500,-85
0.05667,-85
0.05833,-86
0.06000,-87
0.06167,-88
0.06333,-90
0.06500,-91
0.06667,-93
0.06833,-96
0.07000,-99
0.07167,-101
0.07333,-104
0.07500,-106
0.07667,-110
0.07833,-113
0.08000,-116
0.08167,-120
0.08333,-123
0.08500,-128
0.08667,-132
0.08833,-135
0.09000,-137
0.09167,-139
0.09333,-141
0.09500,-142
0.09667,-144
0.09833,-145
0.10000,-146
0.10167,-147
0.10333,-148
0.10500,-149
0.10667,-151
0.10833,-153
0.11000,-155
0.11167,-157
0.11333,-160
0.11500,-162
0.11667,-165
0.11833,-169
0.12000,-173
0.12167,-176
0.12333,-178
0.12500,-180
0.12667,-182
0.12833,-183
0.13000,-184
0.13167,-185
0.13333,-185
0.13500,-184
0.13667,-183
0.13833,-182
0.14000,-181
0.14167,-180
0.14333,-179
0.14500,-179
0.14667,-179
0.14833,-179
0.15000,-181
0.15167,-182
0.15333,-184
0.15500,-186
0.15667,-188
0.15833,-190
0.16000,-192
0.16167,-194
0.16333,-195
0.16500,-196
0.16667,-196
0.16833,-195
0.17000,-194
0.17167,-194
0.17333,-195
0.17500,-196
0.17667,-198
0.17833,-200
0.18000,-202
0.18167,-204
0.18333,-207
0.18500,-209
0.18667,-212
0.18833,-214
0.19000,-216
0.19167,-218
0.19333,-220
0.19500,-223
0.19667,-225
0.19833,-228
0.20000,-231
0.20167,-235
0.20333,-239
0.20500,-241
0.20667,-243
0.20833,-244
0.21000,-245
0.21167,-245
0.21333,-244
0.21500,-243
0.21667,-241
0.21833,-239
0.22000,-237
0.22167,-235
0.22333,-234
0.22500,-232
0.22667,-231
0.22833,-241
0.23000,-275
0.23167,-334
0.23333,-420
0.23500,-533
0.23667,-965
0.23833,-1973
0.24000,-3639
0.24167,-5976
0.24333,-8969
0.24500,-11188
0.24667,-11586
0.24833,-10087
0.25000,-6881
0.25167,-2180
0.25333,3519
0.25500,10135
0.25667,17992
0.25833,27438
0.26000,38780
0.26167,59036
0.26333,94807
0.26500,148793
0.26667,221987
0.26833,314616
0.27000,415602
0.27167,520887
0.27333,636109
0.27500,767911
0.27667,921179
0.27833,1058723
0.28000,1156321
0.28167,1218213
0.28333,1254805
0.28500,1275280
0.28667,1274654
0.28833,1247195
0.29000,1192542
0.29167,1111801
0.29333,1006307
0.29500,897870
0.29667,798577
0.29833,704093
0.30000,607020
0.30167,501242
0.30333,401473
0.30500,315845
0.30667,239069
0.30833,163806
0.31000,84232
0.31167,13813
0.31333,-38948
0.31500,-77329
0.31667,-106762
0.31833,-131763
0.32000,-148298
0.32167,-153097
0.32333,-146952
0.32500,-131488
0.32667,-108156
0.32833,-83773
0.33000,-62389
0.33167,-43410
0.33333,-25208
0.33500,-6347
0.33667,10129
0.33833,22299
0.34000,30963
0.34167,37407
0.34333,42697
0.34500,46382
0.34667,48085
0.34833,48059
0.35000,46656
0.35167,44160
0.35333,41340
0.35500,38626
0.35667,35950
0.35833,33136
0.36000,30029
0.36167,27123
0.36333,24704
0.36500,22628
0.36667,20681
0.36833,18689
0.37000,16872
0.37167,15351
0.37333,14019
0.37500,12740
0.37667,11403
0.37833,10176
0.38000,9150
0.38167,8258
0.38333,7406
0.38500,6522
0.38667,5723
0.38833,5078
0.39000,4545
0.39167,4061
0.39333,3580
0.39500,3162
0.39667,2848
0.39833,2613
0.40000,2426
0.40167,2260
0.40333,2140
0.40500,2085
0.40667,2089
0.40833,2141
0.41000,2231
0.41167,2355
0.41333,2514
0.41500,2717
0.41667,2970
0.41833,3277
0.42000,3589
0.42167,3877
0.42333,4157
0.42500,4451
0.42667,4776
0.42833,5064
0.43000,5271
0.43167,5410
0.43333,5502
0.43500,5565
0.43667,5587
0.43833,5554
0.44000,5465
0.44167,5325
0.44333,5138
0.44500,4936
0.44667,4734
0.44833,4523
0.45000,4290
0.45167,4024
0.45333,3767
0.45500,3540
0.45667,3330
0.45833,3120
0.46000,2895
0.46167,2684
0.46333,2506
0.46500,2349
0.46667,2196
0.46833,2037
0.47000,1889
0.47167,1763
0.47333,1649
0.47500,1538
0.47667,1420
0.47833,1310
0.48000,1216
0.48167,1132
0.48333,1050
0.48500,963
0.48667,884
0.48833,819
0.49000,764
0.49167,714
0.49333,663
0.49500,620
0.49667,590
0.49833,570
0.50000,557
0.50167,549
0.50333,547
0.50500,553
0.50667,569
0.50833,593
0.51000,625
0.51167,660
0.51333,694
0.51500,729
0.51667,768
0.51833,811
0.52000,855
0.52167,894
0.52333,932
0.52500,971
0.52667,1015
0.52833,1058
0.53000,1098
0.53167,1137
0.53333,1179
0.53500,1226
0.53667,1267
0.53833,1294
0.54000,1310
0.54167,1318
0.54333,1319
0.54500,1311
0.54667,1289
0.54833,1251
0.55000,1198
0.55167,1131
0.55333,1060
0.55500,991
0.55667,921
0.55833,845
0.56000,759
0.56167,677
0.56333,609
0.56500,549
0.56667,492
0.56833,433
0.57000,380
0.57167,337
0.57333,301
0.57500,268
0.57667,235
0.57833,205
0.58000,180
0.58167,158
0.58333,137
0.58500,115
0.58667,94
0.58833,77
0.59000,63
0.59167,51
0.59333,38
0.59500,27
0.59667,19
0.59833,14
0.60000,10
0.60167,7
0.60333,5
0.60500,2
0.60667,-1
0.60833,-5
0.61000,-11
0.61167,-16
0.61333,-21
0.61500,-27
0.61667,-33
0.61833,-40
0.62000,-47
0.62167,-53
0.62333,-59
0.62500,-65
0.62667,-72
0.62833,-79
0.63000,-85
0.63167,-91
0.63333,-96
0.63500,-103
0.63667,-109
0.63833,-113
0.64000,-115
0.64167,-116
0.64333,-116
0.64500,-115
0.64667,-114
0.64833,-112
0.65000,-110
0.65167,-107
0.65333,-104
0.65500,-102
0.65667,-100
0.65833,-99
0.66000,-98
0.66167,-96
0.66333,-93
0.66500,-89
0.66667,-82
0.66833,-75
0.67000,-65
0.67167,-55
0.67333,-43
0.67500,-29
0.67667,-11
0.67833,5
0.68000,20
0.68167,32
0.68333,43
0.68500,55
0.68667,65
0.68833,72
0.69000,75
0.69167,75
0.69333,74
0.69500,71
0.69667,66
0.69833,59
0.70000,50
0.70167,38
0.70333,27
0.70500,17
0.70667,7
0.70833,-2
0.71000,-13
0.71167,-22
0.71333,-29
0.71500,-35
0.71667,-40
0.71833,-45
0.72000,-49
0.72167,-51
0.72333,-53
0.72500,-54
0.72667,-54
0.72833,-53
0.73000,-53
0.73167,-51
0.73333,-50
0.73500,-47
0.73667,-45
0.73833,-43
0.74000,-41
0.74167,-39
0.74333,-36
0.74500,-34
