[Header]
Application Name,LabSolutions
Version,5.113
Data File Name,C:\LabSolutions\Data\Max\231120 troubleshoot_231109-old_4_02.lcd
Output Date,11/20/2023
Output Time,12:56:16 PM

[Configuration]
Instrument Name,LCMSShimadzu
Instrument #,2
Line #,1
# of Detectors,2
Detector ID,Detector A,MS
Detector Name,Detector A,MS
# of Channels,2,1

[LC Chromatogram(Detector A-Ch1)]
Interval(msec),100
# of Points,9001
Start Time(min),0.000
End Time(min),15.000
Intensity Units,mAU
Intensity Multiplier,0.001
Wavelength(nm),205nm
R.Time (min),Intensity
0.00000,-3949
0.00167,-3949
0.00333,-3953
0.00500,-3956
0.00667,-3
0.00833,-6
0.01000,-10
0.01167,-14
0.01333,-18
0.01500,-23
0.01667,-27
0.01833,-33
0.02000,-39
0.02167,-46
0.02333,-51
0.02500,-56
0.02667,-4
0.02833,-10
0.03000,-15
0.03167,-19
0.03333,-21
0.03500,-24
0.03667,-26
0.03833,-28
0.04000,-31
0.04167,-34
0.04333,-38
0.04500,-44
0.04667,-49
0.04833,-53
0.05000,-57
0.05167,-60
0.05333,-64
0.05500,-67
0.05667,-69
0.05833,-70
0.06000,-71
0.06167,-71
0.06333,-71
0.06500,-71
0.06667,-72
0.06833,-74
0.07000,-76
0.07167,-78
0.07333,-81
0.07500,-83
0.07667,-87
0.07833,-90
0.08000,-94
0.08167,-97
0.08333,-101
0.08500,-104
0.08667,-107
0.08833,-110
0.09000,-113
0.09167,-116
0.09333,-120
0.09500,-123
0.09667,-126
0.09833,-128
0.10000,-129
0.10167,-130
0.10333,-129
0.10500,-129
0.10667,-129
0.10833,-129
0.11000,-129
0.11167,-130
0.11333,-132
0.11500,-134
0.11667,-138
0.11833,-143
0.12000,-149
0.12167,-154
0.12333,-159
0.12500,-162
0.12667,-164
0.12833,-166
0.13000,-168
0.13167,-169
0.13333,-170
0.13500,-171
0.13667,-172
0.13833,-172
0.14000,-173
0.14167,-173
0.14333,-174
0.14500,-174
0.14667,-175
0.14833,-175
0.15000,-176
0.15167,-178
0.15333,-180
0.15500,-182
