[Header]
Application Name,LabSolutions
Version,5.113
Data File Name,C:\LabSolutions\Data\Max\231120 troubleshoot_220414-new_7_05.lcd
Output Date,11/20/2023
Output Time,12:56:15 PM

[Configuration]
Instrument Name,LCMSShimadzu
Instrument #,2
Line #,1
# of Detectors,2
Detector ID,Detector A,MS
Detector Name,Detector A,MS
# of Channels,2,1

[LC Chromatogram(Detector A-Ch1)]
Interval(msec),100
# of Points,9001
Start Time(min),0.000
End Time(min),15.000
Intensity Units,mAU
Intensity Multiplier,0.001
Wavelength(nm),205nm
R.Time (min),Intensity
0.00000,-3885
0.00167,-3885
0.00333,-3890
0.00500,-3896
0.00667,0
0.00833,-6
0.01000,-10
0.01167,-15
0.01333,-19
0.01500,-23
0.01667,-27
0.01833,-30
0.02000,-34
0.02167,-37
0.02333,-41
0.02500,-45
0.02667,0
0.02833,-4
0.03000,-8
0.03167,-12
0.03333,-17
0.03500,-22
0.03667,-27
0.03833,-32
0.04000,-39
0.04167,-45
0.04333,-50
0.04500,-54
0.04667,-57
0.04833,-60
0.05000,-62
0.05167,-65
0.05333,-67
0.05500,-70
0.05667,-73
0.05833,-77
0.06000,-80
0.06167,-83
0.06333,-86
0.06500,-90
0.06667,-93
0.06833,-96
0.07000,-98
0.07167,-100
0.07333,-102
0.07500,-103
0.07667,-105
0.07833,-106
0.08000,-108
0.08167,-110
0.08333,-111
0.08500,-112
0.08667,-113
0.08833,-112
0.09000,-111
0.09167,-111
0.09333,-111
0.09500,-111
0.09667,-113
0.09833,-116
0.10000,-119
0.10167,-122
0.10333,-125
0.10500,-128
0.10667,-132
0.10833,-135
0.11000,-138
0.11167,-141
0.11333,-143
0.11500,-145
0.11667,-147
0.11833,-148
0.12000,-149
0.12167,-149
0.12333,-150
0.12500,-150
0.12667,-150
0.12833,-151
0.13000,-152
0.13167,-154
0.13333,-156
0.13500,-158
0.13667,-161
0.13833,-165
0.14000,-169
0.14167,-173
0.14333,-176
0.14500,-179
0.14667,-181
0.14833,-182
0.15000,-184
0.15167,-185
0.15333,-186
0.15500,-187
0.15667,-188
0.15833,-189
0.16000,-190
0.16167,-192
0.16333,-194
0.16500,-196
0.16667,-199
0.16833,-202
0.17000,-205
0.17167,-209
0.17333,-214
0.17500,-218
0.17667,-221
0.17833,-223
0.18000,-224
0.18167,-224
0.18333,-223
0.18500,-223
0.18667,-222
0.18833,-222
0.19000,-222
0.19167,-222
0.19333,-223
0.19500,-226
0.19667,-231
0.19833,-236
0.20000,-242
0.20167,-246
0.20333,-248
0.20500,-250
0.20667,-250
0.20833,-250
0.21000,-248
0.21167,-245
0.21333,-241
0.21500,-235
0.21667,-230
0.21833,-227
0.22000,-225
0.22167,-224
0.22333,-225
0.22500,-226
0.22667,-229
0.22833,-233
0.23000,-238
0.23167,-245
0.23333,-379
0.23500,-745
0.23667,-1374
0.23833,-2271
0.24000,-3427
0.24167,-4361
0.24333,-4734
0.24500,-4532
0.24667,-3833
0.24833,-2702
0.25000,405
0.25167,6902
0.25333,17273
0.25500,31642
0.25667,50003
0.25833,72191
0.26000,99155
0.26167,132512
0.26333,173627
0.26500,223451
0.26667,283723
0.26833,358620
0.27000,452955
0.27167,570450
0.27333,713360
0.27500,851795
0.27667,967957
0.27833,1067219
0.28000,1159472
0.28167,1252964
0.28333,1322380
0.28500,1349153
0.28667,1334656
0.28833,1285000
0.29000,1206012
0.29167,1116676
0.29333,1026908
0.29500,933584
0.29667,831065
0.29833,714686
0.30000,602619
0.30167,504922
0.30333,416042
0.30500,327886
0.30667,233957
0.30833,148743
0.31000,80973
0.31167,26399
0.31333,-21433
0.31500,-67776
0.31667,-104765
0.31833,-126893
0.32000,-135868
0.32167,-134792
0.32333,-126326
0.32500,-113989
0.32667,-99535
0.32833,-82779
0.33000,-63085
0.33167,-39908
0.33333,-18234
0.33500,-1134
0.33667,12203
0.33833,23369
0.34000,33722
0.34167,41926
0.34333,47051
0.34500,49558
0.34667,50143
0.34833,49381
0.35000,47859
0.35167,45874
0.35333,43439
0.35500,40493
0.35667,36978
0.35833,33568
0.36000,30655
0.36167,28095
0.36333,25644
0.36500,23099
0.36667,20777
0.36833,18861
0.37000,17218
0.37167,15674
0.37333,14089
0.37500,12640
0.37667,11423
0.37833,10355
0.38000,9325
0.38167,8248
0.38333,7268
0.38500,6470
0.38667,5800
0.38833,5185
0.39000,4566
0.39167,4018
0.39333,3591
0.39500,3252
0.39667,2959
0.39833,2678
0.40000,2450
0.40167,2302
0.40333,2222
0.40500,2192
0.40667,2195
0.40833,2241
0.41000,2343
0.41167,2506
0.41333,2729
0.41500,3013
0.41667,3320
0.41833,3636
0.42000,3976
0.42167,4362
0.42333,4808
0.42500,5225
0.42667,5560
0.42833,5827
0.43000,6059
0.43167,6281
0.43333,6446
0.43500,6518
0.43667,6504
0.43833,6417
0.44000,6271
0.44167,6095
0.44333,5899
0.44500,5677
0.44667,5417
0.44833,5112
0.45000,4810
0.45167,4536
0.45333,4276
0.45500,4009
0.45667,3718
0.45833,3443
0.46000,3209
0.46167,3001
0.46333,2800
0.46500,2588
0.46667,2391
0.46833,2224
0.47000,2076
0.47167,1932
0.47333,1780
0.47500,1638
0.47667,1516
0.47833,1406
0.48000,1297
0.48167,1182
0.48333,1075
0.48500,986
0.48667,909
0.48833,836
0.49000,762
0.49167,696
0.49333,646
0.49500,609
0.49667,580
0.49833,553
0.50000,535
0.50167,527
0.50333,530
0.50500,541
0.50667,560
0.50833,583
0.51000,611
0.51167,645
0.51333,687
0.51500,737
0.51667,787
0.51833,833
0.52000,877
0.52167,921
0.52333,970
0.52500,1017
0.52667,1060
0.52833,1100
0.53000,1141
0.53167,1187
0.53333,1230
0.53500,1265
0.53667,1296
0.53833,1325
0.54000,1355
0.54167,1376
0.54333,1380
0.54500,1368
0.54667,1341
0.54833,1302
0.55000,1254
0.55167,1200
0.55333,1136
0.55500,1059
0.55667,968
0.55833,879
0.56000,800
0.56167,728
0.56333,657
0.56500,581
0.56667,512
0.56833,456
0.57000,409
0.57167,367
0.57333,325
0.57500,288
0.57667,256
0.57833,229
0.58000,202
0.58167,175
0.58333,150
0.58500,129
0.58667,111
0.58833,94
0.59000,76
0.59167,60
0.59333,48
0.59500,40
0.59667,33
0.59833,28
0.60000,23
0.60167,19
0.60333,16
0.60500,12
0.60667,7
0.60833,2
