[Header]
Application Name,LabSolutions
Version,5.113
Data File Name,C:\LabSolutions\Data\Max\231120 troubleshoot_220414-dilution-new8_18_16.lcd
Output Date,11/20/2023
Output Time,3:54:26 PM

[Configuration]
Instrument Name,LCMSShimadzu
Instrument #,2
Line #,1
# of Detectors,2
Detector ID,Detector A,MS
Detector Name,Detector A,MS
# of Channels,2,1

[LC Chromatogram(Detector A-Ch1)]
Interval(msec),100
# of Points,9001
Start Time(min),0.000
End Time(min),15.000
Intensity Units,mAU
Intensity Multiplier,0.001
Wavelength(nm),205nm
R.Time (min),Intensity
0.00000,-3828
0.00167,-3828
0.00333,-3828
0.00500,-0
0.00667,-3
0.00833,-6
0.01000,-10
0.01167,-16
0.01333,-21
0.01500,-26
0.01667,-33
0.01833,-40
0.02000,-48
0.02167,-54
0.02333,-60
0.02500,-1
0.02667,-8
0.02833,-14
0.03000,-19
0.03167,-23
0.03333,-27
0.03500,-30
0.03667,-34
0.03833,-37
0.04000,-41
0.04167,-44
0.04333,-49
0.04500,-54
0.04667,-58
0.04833,-63
0.05000,-69
0.05167,-75
0.05333,-81
0.05500,-86
0.05667,-90
0.05833,-93
0.06000,-96
0.06167,-99
0.06333,-101
0.06500,-102
0.06667,-102
0.06833,-102
0.07000,-101
0.07167,-102
0.07333,-102
0.07500,-104
0.07667,-105
0.07833,-108
0.08000,-111
0.08167,-115
0.08333,-121
0.08500,-127
0.08667,-133
0.08833,-138
0.09000,-142
0.09167,-145
0.09333,-148
0.09500,-150
0.09667,-151
0.09833,-152
0.10000,-152
0.10167,-152
0.10333,-151
0.10500,-151
0.10667,-152
0.10833,-153
0.11000,-155
0.11167,-158
0.11333,-159
0.11500,-161
0.11667,-163
0.11833,-164
0.12000,-166
0.12167,-168
0.12333,-169
0.12500,-171
0.12667,-173
0.12833,-175
0.13000,-176
0.13167,-178
0.13333,-180
0.13500,-182
0.13667,-184
0.13833,-185
0.14000,-185
0.14167,-185
0.14333,-184
0.14500,-183
0.14667,-183
0.14833,-183
0.15000,-183
0.15167,-183
0.15333,-184
0.15500,-186
0.15667,-188
0.15833,-191
0.16000,-194
0.16167,-197
0.16333,-200
0.16500,-202
0.16667,-204
0.16833,-205
0.17000,-207
0.17167,-208
0.17333,-208
0.17500,-208
0.17667,-207
0.17833,-207
0.18000,-207
0.18167,-207
0.18333,-208
0.18500,-209
0.18667,-211
0.18833,-212
0.19000,-215
0.19167,-217
0.19333,-220
0.19500,-223
0.19667,-226
0.19833,-229
0.20000,-232
0.20167,-235
0.20333,-238
0.20500,-241
0.20667,-243
0.20833,-245
0.21000,-247
0.21167,-248
0.21333,-248
0.21500,-248
0.21667,-247
0.21833,-245
0.22000,-242
0.22167,-239
0.22333,-235
0.22500,-230
0.22667,-223
0.22833,-224
0.23000,-238
0.23167,-267
0.23333,-310
0.23500,-369
0.23667,-658
0.23833,-1365
0.24000,-2547
0.24167,-4213
0.24333,-6344
0.24500,-6894
0.24667,-4238
0.24833,1927
0.25000,11488
0.25167,24248
0.25333,38811
0.25500,54798
0.25667,73040
0.25833,94464
0.26000,119842
0.26167,159000
0.26333,221647
0.26500,312381
0.26667,433293
0.26833,585109
0.27000,742356
0.27167,892003
0.27333,1041467
0.27500,1201458
0.27667,1380395
0.27833,1535860
0.28000,1639638
0.28167,1696628
0.28333,1718907
0.28500,1717203
0.28667,1694279
0.28833,1649293
0.29000,1581608
0.29167,1490807
0.29333,1376771
0.29500,1258800
0.29667,1146749
0.29833,1035068
0.30000,915714
0.30167,782280
0.30333,654828
0.30500,544509
0.30667,444869
0.30833,346639
0.31000,242405
0.31167,149413
0.31333,78404
0.31500,24967
0.31667,-18025
0.31833,-56467
0.32000,-84385
0.32167,-97241
0.32333,-96422
0.32500,-84464
0.32667,-63572
0.32833,-40632
0.33000,-19686
0.33167,-297
0.33333,19003
0.33500,39528
0.33667,57507
0.33833,70528
0.34000,79377
0.34167,85450
0.34333,89927
0.34500,92412
0.34667,92493
0.34833,90352
0.35000,86276
0.35167,80511
0.35333,74438
0.35500,68834
0.35667,63491
0.35833,58003
0.36000,52028
0.36167,46481
0.36333,41893
0.36500,37983
0.36667,34341
0.36833,30631
0.37000,27289
0.37167,24565
0.37333,22266
0.37500,20136
0.37667,17973
0.37833,16021
0.38000,14418
0.38167,13049
0.38333,11765
0.38500,10449
0.38667,9265
0.38833,8310
0.39000,7518
0.39167,6797
0.39333,6077
0.39500,5444
0.39667,4952
0.39833,4566
0.40000,4234
0.40167,3920
0.40333,3662
0.40500,3488
0.40667,3384
0.40833,3328
0.41000,3304
0.41167,3316
0.41333,3373
0.41500,3474
0.41667,3620
0.41833,3809
0.42000,4005
0.42167,4192
0.42333,4379
0.42500,4578
0.42667,4800
0.42833,4995
0.43000,5131
0.43167,5215
0.43333,5261
0.43500,5283
0.43667,5272
0.43833,5217
0.44000,5119
0.44167,4976
0.44333,4793
0.44500,4598
0.44667,4407
0.44833,4212
0.45000,3998
0.45167,3757
0.45333,3523
0.45500,3316
0.45667,3125
0.45833,2933
0.46000,2726
0.46167,2532
0.46333,2366
0.46500,2218
0.46667,2073
0.46833,1921
0.47000,1779
0.47167,1657
0.47333,1549
0.47500,1442
0.47667,1329
0.47833,1224
0.48000,1133
0.48167,1053
0.48333,973
0.48500,889
0.48667,811
0.48833,746
0.49000,691
0.49167,638
0.49333,583
0.49500,535
0.49667,499
0.49833,472
0.50000,451
0.50167,433
0.50333,420
0.50500,414
0.50667,415
0.50833,422
0.51000,434
0.51167,447
0.51333,462
0.51500,478
0.51667,496
0.51833,516
0.52000,537
0.52167,555
0.52333,572
0.52500,589
0.52667,608
0.52833,627
0.53000,644
0.53167,661
0.53333,679
0.53500,699
0.53667,717
0.53833,730
0.54000,738
0.54167,742
0.54333,744
0.54500,741
0.54667,728
0.54833,706
0.55000,675
0.55167,634
0.55333,591
0.55500,548
0.55667,505
0.55833,457
0.56000,403
0.56167,352
0.56333,308
0.56500,270
0.56667,233
0.56833,194
0.57000,159
0.57167,129
0.57333,103
0.57500,78
0.57667,51
0.57833,27
0.58000,7
0.58167,-10
0.58333,-26
0.58500,-43
0.58667,-58
0.58833,-71
0.59000,-82
0.59167,-93
0.59333,-105
0.59500,-115
0.59667,-123
0.59833,-130
0.60000,-136
0.60167,-142
0.60333,-148
0.60500,-151
0.60667,-154
0.60833,-155
0.61000,-156
0.61167,-157
0.61333,-157
0.61500,-158
0.61667,-158
0.61833,-158
0.62000,-159
0.62167,-160
0.62333,-162
0.62500,-164
0.62667,-166
0.62833,-169
0.63000,-171
0.63167,-173
0.63333,-175
0.63500,-177
0.63667,-178
0.63833,-178
0.64000,-178
0.64167,-176
0.64333,-173
0.64500,-170
0.64667,-167
0.64833,-165
0.65000,-163
0.65167,-162
0.65333,-160
0.65500,-158
0.65667,-156
0.65833,-153
0.66000,-150
0.66167,-147
0.66333,-142
0.66500,-138
0.66667,-132
0.66833,-125
0.67000,-117
0.67167,-110
0.67333,-103
0.67500,-94
0.67667,-85
0.67833,-76
0.68000,-67
0.68167,-60
0.68333,-52
0.68500,-43
0.68667,-35
0.68833,-30
0.69000,-27
0.69167,-26
0.69333,-26
0.69500,-28
0.69667,-30
0.69833,-33
0.70000,-38
0.70167,-43
0.70333,-49
0.70500,-55
0.70667,-61
0.70833,-67
0.71000,-75
0.71167,-82
0.71333,-88
0.71500,-94
0.71667,-100
0.71833,-106
0.72000,-112
0.72167,-116
0.72333,-119
0.72500,-120
0.72667,-121
0.72833,-121
0.73000,-121
0.73167,-120
0.73333,-119
0.73500,-117
0.73667,-115
0.73833,-113
0.74000,-112
0.74167,-111
0.74333,-110
0.74500,-109
0.74667,-108
0.74833,-107
0.75000,-107
0.75167,-106
0.75333,-105
0.75500,-103
0.75667,-101
0.75833,-98
0.76000,-94
0.76167,-90
0.76333,-85
0.76500,-80
0.76667,-75
0.76833,-68
0.77000,-61
0.77167,-56
0.77333,-51
0.77500,-47
0.77667,-42
0.77833,-39
0.78000,-36
0.78167,-34
0.78333,-33
0.78500,-32
0.78667,-32
0.78833,-33
0.79000,-35
0.79167,-38
0.79333,-42
0.79500,-46
0.79667,-51
0.79833,-55
0.80000,-60
0.80167,-66
0.80333,-71
0.80500,-76
