[Header]
Application Name,LabSolutions
Version,5.113
Data File Name,C:\LabSolutions\Data\Max\231120 troubleshoot_220414-dilution-new5_15_13.lcd
Output Date,11/20/2023
Output Time,3:54:27 PM

[Configuration]
Instrument Name,LCMSShimadzu
Instrument #,2
Line #,1
# of Detectors,2
Detector ID,Detector A,MS
Detector Name,Detector A,MS
# of Channels,2,1

[LC Chromatogram(Detector A-Ch1)]
Interval(msec),100
# of Points,9001
Start Time(min),0.000
End Time(min),15.000
Intensity Units,mAU
Intensity Multiplier,0.001
Wavelength(nm),205nm
R.Time (min),Intensity
0.00000,-3854
0.00167,-3854
0.00333,-3857
0.00500,-3859
0.00667,-3862
0.00833,-3865
0.01000,-1
0.01167,-3
0.01333,-6
0.01500,-9
0.01667,-13
0.01833,-16
0.02000,-1
0.02167,-3
0.02333,-6
0.02500,-9
0.02667,-13
0.02833,-16
0.03000,-19
0.03167,-23
0.03333,-28
0.03500,-33
0.03667,-37
0.03833,-41
0.04000,-44
0.04167,-48
0.04333,-51
0.04500,-54
0.04667,-57
0.04833,-60
0.05000,-63
0.05167,-67
0.05333,-70
0.05500,-73
0.05667,-77
0.05833,-82
0.06000,-86
0.06167,-89
0.06333,-91
0.06500,-93
0.06667,-95
0.06833,-96
0.07000,-97
0.07167,-99
0.07333,-100
0.07500,-101
0.07667,-103
0.07833,-103
0.08000,-104
0.08167,-104
0.08333,-104
0.08500,-104
0.08667,-105
0.08833,-107
0.09000,-110
0.09167,-114
0.09333,-119
0.09500,-124
0.09667,-128
0.09833,-134
0.10000,-140
0.10167,-145
0.10333,-149
0.10500,-151
0.10667,-151
0.10833,-151
0.11000,-150
0.11167,-150
0.11333,-149
0.11500,-149
0.11667,-149
0.11833,-149
0.12000,-150
0.12167,-151
0.12333,-153
0.12500,-156
0.12667,-159
0.12833,-161
0.13000,-164
0.13167,-167
0.13333,-171
0.13500,-174
0.13667,-177
0.13833,-179
0.14000,-180
0.14167,-182
0.14333,-183
0.14500,-184
0.14667,-185
0.14833,-186
0.15000,-186
0.15167,-186
0.15333,-187
0.15500,-188
0.15667,-189
0.15833,-190
0.16000,-191
0.16167,-193
0.16333,-195
0.16500,-198
0.16667,-202
0.16833,-205
0.17000,-209
0.17167,-213
0.17333,-217
0.17500,-222
0.17667,-226
0.17833,-230
0.18000,-233
0.18167,-235
0.18333,-238
0.18500,-240
0.18667,-242
0.18833,-244
0.19000,-246
0.19167,-249
0.19333,-251
0.19500,-252
0.19667,-252
0.19833,-252
0.20000,-251
0.20167,-250
