[Header]
Application Name,LabSolutions
Version,5.113
Data File Name,C:\LabSolutions\Data\Max\231120 troubleshoot_220414-dilution-new2_12_10.lcd
Output Date,11/20/2023
Output Time,3:54:27 PM

[Configuration]
Instrument Name,LCMSShimadzu
Instrument #,2
Line #,1
# of Detectors,2
Detector ID,Detector A,MS
Detector Name,Detector A,MS
# of Channels,2,1

[LC Chromatogram(Detector A-Ch1)]
Interval(msec),100
# of Points,9001
Start Time(min),0.000
End Time(min),15.000
Intensity Units,mAU
Intensity Multiplier,0.001
Wavelength(nm),205nm
R.Time (min),Intensity
0.00000,-4001
0.00167,-4001
0.00333,-4008
0.00500,-4015
0.00667,-4021
0.00833,-1
0.01000,-7
0.01167,-13
0.01333,-18
0.01500,-23
0.01667,-28
0.01833,-34
0.02000,-40
0.02167,-45
0.02333,-50
0.02500,-55
0.02667,-60
0.02833,0
0.03000,-4
0.03167,-7
0.03333,-9
0.03500,-11
0.03667,-14
0.03833,-16
0.04000,-18
0.04167,-21
0.04333,-25
0.04500,-29
0.04667,-32
0.04833,-36
0.05000,-39
0.05167,-44
0.05333,-47
0.05500,-51
0.05667,-54
0.05833,-56
0.06000,-59
0.06167,-61
0.06333,-64
0.06500,-65
0.06667,-67
0.06833,-69
0.07000,-71
0.07167,-73
0.07333,-75
0.07500,-78
0.07667,-81
0.07833,-84
0.08000,-87
0.08167,-90
0.08333,-93
0.08500,-96
0.08667,-100
0.08833,-103
0.09000,-107
0.09167,-110
0.09333,-115
0.09500,-119
0.09667,-123
0.09833,-126
0.10000,-130
0.10167,-134
0.10333,-138
0.10500,-140
0.10667,-141
0.10833,-141
0.11000,-140
0.11167,-139
0.11333,-138
0.11500,-138
0.11667,-138
0.11833,-139
0.12000,-141
0.12167,-143
0.12333,-146
0.12500,-150
0.12667,-155
0.12833,-160
0.13000,-165
0.13167,-168
0.13333,-171
0.13500,-174
0.13667,-176
0.13833,-178
0.14000,-179
0.14167,-178
0.14333,-178
0.14500,-177
0.14667,-176
0.14833,-176
0.15000,-176
0.15167,-175
0.15333,-175
0.15500,-175
0.15667,-175
0.15833,-176
0.16000,-176
0.16167,-177
0.16333,-179
0.16500,-180
0.16667,-183
0.16833,-185
0.17000,-188
0.17167,-191
0.17333,-194
0.17500,-197
0.17667,-200
0.17833,-203
0.18000,-205
0.18167,-207
0.18333,-208
0.18500,-209
0.18667,-209
0.18833,-210
0.19000,-211
0.19167,-211
0.19333,-212
0.19500,-213
0.19667,-214
0.19833,-216
0.20000,-217
0.20167,-219
0.20333,-221
0.20500,-222
0.20667,-224
0.20833,-225
0.21000,-226
0.21167,-227
0.21333,-228
0.21500,-228
0.21667,-228
0.21833,-228
0.22000,-228
0.22167,-227
0.22333,-226
0.22500,-223
0.22667,-220
0.22833,-220
0.23000,-226
0.23167,-238
0.23333,-256
0.23500,-282
0.23667,-526
0.23833,-1167
0.24000,-2261
0.24167,-3813
0.24333,-5807
0.24500,-6925
0.24667,-6158
0.24833,-3366
0.25000,1332
0.25167,7778
0.25333,15423
0.25500,24223
0.25667,34645
0.25833,47160
0.26000,62174
0.26167,87798
0.26333,131762
0.26500,197349
0.26667,285851
0.26833,397614
0.27000,518223
0.27167,641859
